"Stage","TermCount","Terms","CV_RMSE_Mean","CV_RMSE_Std","CV_R2","Fold_RMSE"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br","0.0633507644952101","0.0121163609853992","0.956744435671725","0.08149768;0.06207647;0.06809884;0.05263824;0.05244260"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br","0.0668311366159871","0.0103537534211365","0.952382239906724","0.07729847;0.05832103;0.06927877;0.05387878;0.07537863"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0653559421937889","0.0090131879212593","0.954626339872281","0.07622550;0.06171594;0.06728652;0.05217727;0.06937448"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Cs*Sn + Cs*Br","0.057695215473833","0.00876206172682839","0.964513366225887","0.07041641;0.05339385;0.06273801;0.05327838;0.04864943"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br","0.0575895490792524","0.00922143225458777","0.964567024584342","0.06960578;0.05408896;0.06470810;0.05207545;0.04746946"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0609258497055449","0.00731251836009932","0.960723130298292","0.06913838;0.05313843;0.06415189;0.05323814;0.06496241"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0605010025068943","0.00698242264296464","0.961294805776663","0.06836002;0.05446876;0.06538903;0.05212226;0.06216494"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br","0.0581821105771745","0.00915289980466139","0.963863426572521","0.07199324;0.05368586;0.06269813;0.05327883;0.04925450"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0581700056471705","0.0096093398241226","0.963801714057904","0.07145480;0.05438721;0.06470085;0.05207507;0.04823210"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0618700806845296","0.00802130629394971","0.959417044568469","0.07093964;0.05353974;0.06573240;0.05323649;0.06590213"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Cs*Cl","0.0606062511333805","0.00907308518401131","0.960860409900234","0.07337181;0.05647066;0.06682347;0.05359942;0.05276589"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Cs*Cl","0.0597028584518107","0.00872402460515506","0.962045492156244","0.07154660;0.06022750;0.06423786;0.05172903;0.05077331"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Cs*Cl","0.0658113913536982","0.0104068018353076","0.953798686339602","0.07302016;0.05653591;0.06852845;0.05349432;0.07747812"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0643279804035256","0.00831029641896459","0.956130936505962","0.07137068;0.06031290;0.06755016;0.05170016;0.07070601"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Br*Cl + Cs*Cl","0.0605143379048833","0.0089000335839854","0.961002159956574","0.07279426;0.05727533;0.06672338;0.05349019;0.05228853"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Cl","0.0596502682823266","0.00867377037991981","0.962117963133503","0.07111134;0.06089492;0.06411701;0.05162682;0.05050126"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0659407952581268","0.0102365857413243","0.953649553248165","0.07247232;0.05738067;0.06880131;0.05338635;0.07766332"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0644001788727112","0.00816899049465305","0.956051440740725","0.07095387;0.06100809;0.06817974;0.05159961;0.07025959"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Cs*Sn + Cs*Cl","0.0580518731736141","0.0047645983785228","0.964560525301751","0.06472965;0.05341267;0.05817468;0.05362905;0.06031332"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0572070156200982","0.00428598966713959","0.965610047498992","0.06362158;0.05456980;0.05789673;0.05224180;0.05770517"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0609538155999201","0.0072580411119198","0.960709125311636","0.06541344;0.05355995;0.06194377;0.05376235;0.07008957"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0601048196040174","0.00627170439216411","0.961884890477986","0.06402016;0.05427525;0.06428631;0.05233914;0.06560324"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0580476710225089","0.00438418905803612","0.964593466716124","0.06446511;0.05431497;0.05809291;0.05367939;0.05968597"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0572589641527164","0.00413471756186244","0.965556954190438","0.06355432;0.05538674;0.05799096;0.05229149;0.05707131"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0611555820358352","0.00694481613838321","0.96048734528121","0.06512341;0.05441680;0.06254429;0.05381915;0.06987426"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Cs*Br + Cs*Cl","0.0604214521863049","0.0096818331035906","0.960996444739346","0.07472248;0.05665657;0.06573429;0.05360074;0.05139319"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Cs*Br + Cs*Cl","0.0595896755272507","0.00933009454028493","0.9620933280097","0.07281950;0.06017898;0.06343956;0.05173199;0.04977834"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Cs*Br + Cs*Cl","0.065412963780655","0.00997583083262134","0.954414950530521","0.07435149;0.05676563;0.06704509;0.05352240;0.07538021"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0640327089410206","0.00822711233018203","0.956536056951317","0.07261728;0.06028460;0.06638502;0.05173127;0.06914538"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Br*Cl + Cs*Br + Cs*Cl","0.0603623421448614","0.00961883260238974","0.96108077281877","0.07444050;0.05708965;0.06568717;0.05346678;0.05112761"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0595721956393132","0.00931462165691165","0.962117135911595","0.07261000;0.06060574;0.06337071;0.05161226;0.04966226"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0655906090415419","0.0100302227100958","0.954163068572924","0.07409303;0.05721635;0.06726386;0.05338549;0.07599433"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0565315790767359","0.00459472585648877","0.966399055371001","0.06304697;0.05202081;0.05523375;0.05303856;0.05931781"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0563217381097192","0.00407709718071737","0.966678344245036","0.06224958;0.05311887;0.05698323;0.05189706;0.05735995"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0580319894919443","0.00603711825256595","0.964480393444711","0.06359077;0.05200669;0.05633152;0.05305976;0.06517120"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0566750487589798","0.00449629881765751","0.966236022545613","0.06309756;0.05247391;0.05546471;0.05300785;0.05933121"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl","0.0901376972819241","0.00969319399300405","0.914172501369819","0.10244561;0.09458425;0.09309107;0.08119303;0.07937452"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Br*Cl","0.0895879393682713","0.0170579699158946","0.913513534581567","0.09915130;0.11062517;0.09160530;0.08012874;0.06642918"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Br*Cl","0.0915509915623648","0.00733728767053372","0.911852498236792","0.10146629;0.09409343;0.09032383;0.08114001;0.09073140"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl","0.0918809896161949","0.0122541171014581","0.910368165125036","0.09731573;0.10904463;0.09276440;0.08029687;0.07998332"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Cs*Sn","0.0869104829118821","0.013100195341982","0.919484147264239","0.10120290;0.09221762;0.09237905;0.08178963;0.06696322"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn","0.0897366286900418","0.00836922847211579","0.915146665931012","0.10319200;0.09026710;0.08980625;0.08252934;0.08288845"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0895605696007292","0.00970044257829879","0.915257835062275","0.10223666;0.09296712;0.09277316;0.08186649;0.07795941"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Br*Cl + Cs*Sn","0.0863115532993176","0.0124900879409881","0.920706990304337","0.10104176;0.09319163;0.08763716;0.08173235;0.06795486"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn","0.0888466860967654","0.0157223225653255","0.915271979071271","0.09786377;0.10721514;0.09190372;0.08060171;0.06664910"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0905535057668841","0.00705716395453687","0.913785156640475","0.10089648;0.09290929;0.08932303;0.08170387;0.08793486"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0916240901725966","0.0120393088055877","0.910905029797336","0.09737894;0.10792421;0.09312931;0.08060579;0.07908220"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Cs*Br","0.0875567243715329","0.0147935331535323","0.917897413162856","0.10385607;0.09400494;0.09340009;0.08117583;0.06534669"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Cs*Br","0.0907086433641499","0.00844799425672638","0.913300179908549","0.10414972;0.09098333;0.09121420;0.08230228;0.08489369"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br","0.0901710915137818","0.00991411354741137","0.914072035458386","0.10285228;0.09419241;0.09352530;0.08151903;0.07876644"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Br*Cl + Cs*Br","0.0870231600039603","0.0144665558915026","0.918957137953399","0.10382041;0.09476791;0.08950923;0.08136908;0.06564917"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br","0.0897805830319294","0.0171331702129647","0.913129171476423","0.09972172;0.11046820;0.09217270;0.08021519;0.06632510"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br","0.0914543735533243","0.00725110140348579","0.912047701057328","0.10167806;0.09354641;0.09040763;0.08152903;0.09011074"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0920939840288128","0.0122164993510192","0.909964330142672","0.09776122;0.10866584;0.09381716;0.08039845;0.07982726"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Cs*Sn + Cs*Br","0.0859070684206211","0.0125981527358561","0.921417230756499","0.10183348;0.08894376;0.08872700;0.08297731;0.06705379"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br","0.0869528805912409","0.0134788245254578","0.919321296565194","0.10119775;0.09137032;0.09388351;0.08217987;0.06613295"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0890984455136783","0.00855527023660778","0.916312729186486","0.10266036;0.08923819;0.08990485;0.08305548;0.08063335"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0894425690229232","0.0101516358850848","0.915400776809153","0.10201940;0.09215279;0.09439134;0.08227984;0.07636948"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br","0.0859667703189946","0.0125810456108829","0.921310397928064","0.10080365;0.09210601;0.08771025;0.08216268;0.06705126"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0890971284076719","0.0158754338535697","0.914762432213181","0.09805560;0.10648381;0.09412299;0.08076814;0.06605509"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0900704848861078","0.0069453468911612","0.914709057686169","0.10058270;0.09188650;0.08969805;0.08215127;0.08603390"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Cs*Cl","0.0862718667863099","0.01112009874691","0.92105189087224","0.09679774;0.09418265;0.09002694;0.08069483;0.06965718"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Cs*Cl","0.0905127433454983","0.00713540270809896","0.913845563089185","0.09917837;0.09078525;0.09520573;0.08109327;0.08630111"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0903938547756988","0.0100784488514365","0.913619404942224","0.09729904;0.09404239;0.10117909;0.08053374;0.07891501"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Br*Cl + Cs*Cl","0.0858551414914643","0.0108459369523351","0.921857806739038","0.09717489;0.09484324;0.08608852;0.08061390;0.07055516"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Cl","0.0880101439312716","0.0157785536397063","0.916812118818702","0.09283100;0.11058245;0.08861166;0.07996631;0.06805930"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0906577898137128","0.00649388232295622","0.91365697738313","0.09761086;0.09494550;0.08949720;0.08062769;0.09060770"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0911504994920945","0.0129368142446137","0.911624361258042","0.09316533;0.11116687;0.09208502;0.07993663;0.07939865"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Cs*Sn + Cs*Cl","0.0864942378984315","0.00708028736621333","0.921296716370808","0.09654539;0.08982487;0.08565357;0.08235168;0.07809569"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0869181558265428","0.00814558057910007","0.92037897598351","0.09550759;0.09255867;0.08917333;0.08174504;0.07560616"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0888760145460261","0.00644564914249628","0.916998015617326","0.09696714;0.08948335;0.09305097;0.08226939;0.08260923"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0894865407076326","0.00996451526761594","0.915349932878858","0.09582053;0.09166903;0.10120412;0.08163597;0.07710306"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0862876749691611","0.00790767419623699","0.9215605052877","0.09550893;0.09323146;0.08436665;0.08158861;0.07674273"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0883520051632436","0.0135772980132833","0.916735474190753","0.09206343;0.10838411;0.08857107;0.08056361;0.07217780"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0892166679867333","0.00565831964676694","0.916452534797304","0.09584957;0.09356017;0.08847642;0.08162195;0.08657523"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Cs*Br + Cs*Cl","0.0856806391131254","0.0105914752914875","0.922220532953697","0.09891179;0.09033957;0.08718800;0.08152925;0.07043458"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Cs*Br + Cs*Cl","0.0862146245572677","0.0114315117579529","0.921095341692495","0.09750776;0.09375937;0.08992070;0.08087603;0.06900927"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0901329499847041","0.00719516948199229","0.914555909626427","0.09971833;0.09029185;0.09403409;0.08145830;0.08516218"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.090171303085795","0.0101497440723849","0.914027214622547","0.09811608;0.09364531;0.10027030;0.08071308;0.07811174"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Br*Cl + Cs*Br + Cs*Cl","0.0856441387315357","0.0110752721636664","0.922194349498034","0.09760707;0.09430149;0.08558798;0.08089111;0.06983304"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0880330304803875","0.0157808153495296","0.916768274679331","0.09355130;0.11009304;0.08884285;0.07998078;0.06769718"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0902709873482594","0.00652565484089981","0.914385768128606","0.09811176;0.09438962;0.08826466;0.08091617;0.08967272"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0859434305736744","0.00696082716136621","0.922307477499797","0.09609663;0.08875490;0.08459393;0.08273812;0.07753358"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.086794097657272","0.00807438648798481","0.920614908117932","0.09543818;0.09163672;0.08957294;0.08202328;0.07529936"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0873884102303633","0.00641143770896855","0.919747038505574","0.09638095;0.08830241;0.08967235;0.08255906;0.08002730"
"M4","10","Sn + Br + Cl + Cs + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0858041493930414","0.00774634753355802","0.922454835449266","0.09521756;0.09210382;0.08354379;0.08191752;0.07623805"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br","0.0672020567121035","0.0131135429076469","0.951267029030386","0.08724103;0.06804073;0.06989920;0.05494752;0.05588181"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl","0.0731606557961379","0.0121601967716446","0.942780451169228","0.08561228;0.06647024;0.07016684;0.05801316;0.08554077"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl","0.0691140090846139","0.0101186809936078","0.949157498927291","0.08269286;0.06798922;0.06777675;0.05460238;0.07250883"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Br*Cl","0.0690560755221466","0.0134589846578301","0.948547457612624","0.09018081;0.06802270;0.07200778;0.05876959;0.05629950"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl","0.0689732466342994","0.0134268523490915","0.948666978148327","0.08464558;0.08023347;0.06831106;0.05457274;0.05710338"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl","0.073427444273285","0.0130185731427247","0.942201111119769","0.08421694;0.06563863;0.07014399;0.05791582;0.08922183"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl","0.0701401496850909","0.0100549939791681","0.947668380006745","0.07920005;0.07677008;0.06770394;0.05390581;0.07312087"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Cs*Sn","0.0642722123189436","0.0107766939642907","0.955782454291738","0.08198576;0.06457013;0.06294557;0.05813645;0.05372316"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn","0.0629332879657393","0.0109106183990105","0.957534335458018","0.07953476;0.06278289;0.06581209;0.05491538;0.05162132"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn","0.0691157516767438","0.00983448227151135","0.949225083265588","0.08140988;0.06402432;0.06474886;0.05803583;0.07735987"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0661010937717928","0.00864037194505029","0.953652570786938","0.07890758;0.06315322;0.06654244;0.05492249;0.06697975"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn","0.0642238526864587","0.0106450809305436","0.955871647847646","0.08176969;0.06444358;0.06291142;0.05803337;0.05396121"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn","0.0639031581239824","0.0107408305643417","0.956273377107894","0.07813849;0.06858178;0.06638990;0.05413792;0.05226770"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0696196413087917","0.0104915678939024","0.948388619101387","0.08090406;0.06352023;0.06530316;0.05785529;0.08051547"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0671317367648199","0.00815866972257292","0.952280571076761","0.07652361;0.06874931;0.06806491;0.05397545;0.06834542"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Cs*Br","0.0690892199220067","0.013979841814503","0.948379388333913","0.09124172;0.06692845;0.07224031;0.05959353;0.05544209"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Br","0.067279626552328","0.0131311138332237","0.951154438066748","0.08752281;0.06785688;0.06982845;0.05547848;0.05571150"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Br","0.0730253094463344","0.0117966195115408","0.943060709455858","0.08579459;0.06601033;0.06964139;0.05899262;0.08468761"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br","0.0691458388686829","0.00991605100394996","0.949145542520996","0.08287812;0.06768074;0.06784721;0.05527261;0.07205052"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Br","0.0690572547740543","0.0135231644529513","0.948532253058606","0.09051571;0.06764501;0.07163516;0.05954432;0.05594608"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br","0.0690654444041703","0.0134163459170137","0.948536222959615","0.08490379;0.08012248;0.06840082;0.05485138;0.05704875"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br","0.0733261334427952","0.0127087907518611","0.942423675434134","0.08443665;0.06515378;0.06973705;0.05877327;0.08852992"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0702469188694701","0.00984858137074209","0.947545955522901","0.07941318;0.07634635;0.06820529;0.05427677;0.07299300"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Br","0.063539553268985","0.0103542975706586","0.956840791555559","0.08066263;0.06270782;0.06242974;0.05898880;0.05290878"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br","0.0630069547884683","0.010911026969175","0.95743704488981","0.07856895;0.06133892;0.06855929;0.05566460;0.05090301"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0680159715658736","0.00871117693876737","0.950975486150478","0.07993227;0.06229462;0.06483258;0.05895580;0.07406459"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0659488413146398","0.00832477891478352","0.95390460048332","0.07783177;0.06180321;0.06958400;0.05573841;0.06478681"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br","0.0635188259253093","0.0102624153895097","0.956884497588286","0.08052806;0.06259808;0.06248901;0.05887606;0.05310292"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0640350129635838","0.0107576860119121","0.95609292578972","0.07741503;0.06677569;0.06975333;0.05472867;0.05150234"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0685653608738815","0.00929353703498104","0.950108530543328","0.07957355;0.06184578;0.06552450;0.05874581;0.07713717"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Cs*Cl","0.066132366039491","0.0100719756772335","0.953366304774925","0.08202123;0.06533495;0.06825582;0.05749769;0.05755214"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Cl","0.0638996736322676","0.00999326440604624","0.956412808787477","0.07805562;0.06678306;0.06613087;0.05403877;0.05449005"
