model_id,id,Sn,Br,Cl,Cs,Bg,prediction,shap_base_value,shap_term__Sn,shap_term__Br,shap_term__Cl,shap_term__Cs,shap_term__Sn^2,shap_term__Br^2,shap_term__Cl^2,shap_term__Sn*Br,shap_term__Sn*Cl,shap_term__Cs*Br,shap_term__Cs*Cl,shap_reconstruction_error
m4_full_s3,55,0.0,0.12,0.0,0.0,1.62,1.60499972145426,1.6512277992277937,0.1515777687699602,-0.03431380433163752,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,-0.029665946771454503,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,56,1.0,0.0,0.0,0.2,1.2,1.3695350488669376,1.6512277992277937,-0.9250338344501055,-0.08291688231396835,-0.0396239645662496,0.0075557163358962055,0.7847926285935196,-0.03442305767375257,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,57,0.0,0.01,0.0,0.01,1.6,1.5566425666959098,1.6512277992277937,0.1515777687699602,-0.07886662581544078,-0.0396239645662496,-0.010058586745730996,-0.09117311925898199,-0.0343900221813755,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021504228838477167,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,58,0.0,0.0,0.0,0.17,1.633,1.5673996984847711,1.6512277992277937,0.1515777687699602,-0.08291688231396835,-0.0396239645662496,0.004774510586165595,-0.09117311925898199,-0.03442305767375257,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,59,0.02,0.0,0.0,0.17,1.51,1.5462178527195107,1.6512277992277937,0.13004553670555888,-0.08291688231396835,-0.0396239645662496,0.004774510586165595,-0.09082273295984099,-0.03442305767375257,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,60,0.0,0.33,0.67,0.0,2.81,2.7952453043239776,1.6512277992277937,0.1515777687699602,0.05074158213744144,1.0090181844624668,-0.010985655328974532,-0.09117311925898199,0.0015525935248765703,0.0243338242132102,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,61,0.0,0.01,0.0,0.0,1.581,1.5557228245605357,1.6512277992277937,0.1515777687699602,-0.07886662581544078,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,-0.0343900221813755,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,62,0.0,0.2,0.0,0.0,1.62,1.6458588594910104,1.6512277992277937,0.1515777687699602,-0.0019117523434169605,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,-0.0212088607229246,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,63,0.0,0.333,0.0,0.13,1.72,1.7320260734121118,1.6512277992277937,0.1515777687699602,0.05195665908699971,-0.0396239645662496,0.0010662362531914471,-0.09117311925898199,0.0022096694682564927,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,-0.0010138699509451852,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,64,0.0,0.0,0.0,0.09,1.59,1.5599831498188228,1.6512277992277937,0.1515777687699602,-0.08291688231396835,-0.0396239645662496,-0.002642038079782701,-0.09117311925898199,-0.03442305767375257,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,65,0.5,0.2,0.0,0.0,1.35,1.3074640341184847,1.6512277992277937,-0.3867280328400726,-0.0019117523434169605,-0.0396239645662496,-0.010985655328974532,0.12781831770414342,-0.0212088607229246,-0.0009956828623808517,-0.015220516672205338,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,66,0.0,0.667,0.0,0.0,1.976,1.9687629127028425,1.6512277992277937,0.1515777687699602,0.1872352261378205,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,0.11254821400767002,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,67,0.0,0.167,0.0,0.0,1.65,1.6284920845640827,1.6512277992277937,0.1515777687699602,-0.01527759878855794,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,-0.025209789204711543,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,68,1.0,0.0,1.0,1.0,2.8,2.641444307485367,1.6512277992277937,-0.9250338344501055,-0.08291688231396835,1.525513571297506,0.08172120299537915,0.7847926285935196,-0.03442305767375257,0.05543004018415746,0.003859944053412938,-0.09874441118104028,0.0021577493317171143,-0.32214044257925284,4.440892098500626e-16
m4_full_s3,69,0.0,0.14,0.0,0.2,1.59,1.6313080463163623,1.6512277992277937,0.1515777687699602,-0.026213291334582375,-0.0396239645662496,0.0075557163358962055,-0.09117311925898199,-0.027948101167846864,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0001063439282857354,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,70,0.75,0.0,0.0,0.0,1.24,1.236911563321614,1.6512277992277937,-0.655880933645089,-0.08291688231396835,-0.0396239645662496,-0.010985655328974532,0.40155761390805017,-0.03442305767375257,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,71,0.0,0.38,0.0,0.0,1.777,1.7532525305061677,1.6512277992277937,0.1515777687699602,0.07099286463007928,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,0.013280193318736387,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,72,0.0,0.083,0.0,0.0,1.65,1.5875324765772663,1.6512277992277937,0.1515777687699602,-0.04929975337618952,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,-0.032147242603896224,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,73,0.0,0.0,0.0,0.0,1.544,1.551639532569631,1.6512277992277937,0.1515777687699602,-0.08291688231396835,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,-0.03442305767375257,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,74,1.0,0.667,0.0,1.0,1.64,1.684689835330875,1.6512277992277937,-0.9250338344501055,0.1872352261378205,-0.0396239645662496,0.08172120299537915,0.7847926285935196,0.11254821400767002,-0.0009956828623808517,-0.12340672898646095,0.00042770367681941815,-0.04670965795716609,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,75,0.0,0.1,0.0,0.05,1.59,1.5997146673153617,1.6512277992277937,0.1515777687699602,-0.042414317328692656,-0.0396239645662496,-0.006350312412756848,-0.09117311925898199,-0.031119508436045575,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0017914269382472254,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,76,0.5,0.0,0.0,0.025,1.27,1.2346428393808324,1.6512277992277937,-0.3867280328400726,-0.08291688231396835,-0.0396239645662496,-0.008667983870865691,0.12781831770414342,-0.03442305767375257,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
